Algorithm,Dataset,RMSE,MSPE,MAE,MAPE,MedAE,MedAPE,R2
Linear Regression,Train set,0.007262920237025807,35581.1819018766,0.00499496466836098,5.194078840888145,0.0036188967628742385,0.3701888831081021,0.611041139281767
Linear Regression,Validation(CV),0.007263469801858584,38965.44580674938,0.004995337268825741,5.194243479051936,0.0036193971985193666,0.37021460957551466,0.6109784496155954
Linear Regression,Test set,0.09278089972509593,1124326.3088825028,0.09239336096345484,42.867948632186604,0.09183599972587991,8.294749771990809,-52.556212141106734
Linear Regression,Entire population,0.05477756393275823,410710.65080141206,0.03510826958461166,18.17469148931703,0.0066187689556990465,0.7997280162246687,-19.690589290165708
Random Forest,Train set,0.00029495602881323893,0.23945545415827962,0.00016201052050224263,0.02491110034395452,8.993797940956083e-05,0.010737514459607609,0.9993585014560324
Random Forest,Validation(CV),0.0007076432589245747,0.7114125980259586,0.0003502129679649653,0.05443797731212709,0.00017678136576905235,0.020931801261573745,0.9963063377475571
Random Forest,Test set,0.0028379667897814233,21.245858057417653,0.0018373321698789227,0.3144329416520162,0.0011417354452401564,0.10716480160056878,0.9498919719618254
Random Forest,Entire population,0.001682874162050859,7.477256530617868,0.0007392461884215636,0.12466647180165052,0.00016955978128872394,0.018913464184002603,0.9804714177007701
XGBoost,Train set,0.0046953539408733525,1508.4431562284224,0.0032510442008837678,1.339315206128442,0.002208017283317924,0.2597827659882927,0.8374384652040663
XGBoost,Validation(CV),0.004911936202066808,1820.4660449692947,0.003400230938045354,1.4636220198529994,0.0023299300569351745,0.2703523952951742,0.8220934284355451
XGBoost,Test set,0.0058342727541758335,825.6805078757822,0.004007954717216609,1.2821201199973766,0.002645966007390187,0.25976471161766246,0.7882291639688493
XGBoost,Entire population,0.0051164785065545455,1273.1958211875149,0.003511839342887158,1.3196085165164193,0.0023332060673571945,0.2597747704660224,0.8194864781976005
LightGBM,Train set,0.0038970880749310886,388.1598491368079,0.0026971503898472133,0.6347913323814052,0.0018006534536750352,0.21092463510515458,0.8880145596254504
LightGBM,Validation(CV),0.003978701084509887,245.02518572730304,0.002745369355052831,0.6242784069440518,0.0018239970577896565,0.21516942982031884,0.8832698303378512
LightGBM,Test set,0.004810872420093159,69.37010112525671,0.003355249364352891,0.5576629249556347,0.0023208430255000773,0.2202311312383353,0.8560073336524872
LightGBM,Entire population,0.004234260867706899,278.3201576436877,0.00292389980315966,0.608216574159584,0.0019620579393211514,0.21420685281383495,0.876370346245178
CatBoost,Train set,0.0005275621901566356,8.585880102810783,0.0003660605261309545,0.08140556108066374,0.00025060449864018315,0.029610445075611787,0.9979477585963655
CatBoost,Validation(CV),0.0006885678869168679,22.085037230707865,0.0004497490129868221,0.10813555747440948,0.0002934090100085864,0.03491800860814368,0.9965038653075208
CatBoost,Test set,0.0021607224873965874,5.116118701055988,0.001354659503455617,0.20714592706556606,0.0008137069487348225,0.08117290851169029,0.9709537094421027
CatBoost,Entire population,0.0013382987462430735,7.390366369070285,0.0007066844243493515,0.12472967389847389,0.0003540480856934337,0.040764732784439,0.9876498118653607
